48184.5162,NZD,2021-01-20T11:35:00+00:00
25104.6601,GBP,2021-01-20T11:35:00+00:00
30591.9363,CHF,2021-01-20T11:35:00+00:00
34403.8483,USD,2021-01-20T11:35:00+00:00
28383.2781,EUR,2021-01-20T11:35:00+00:00
