29114.0037,EUR,2021-01-20T09:04:00+00:00
35391.07,USD,2021-01-20T09:04:00+00:00
31405.7524,CHF,2021-01-20T09:04:00+00:00
49517.3094,NZD,2021-01-20T09:04:00+00:00
25890.5496,GBP,2021-01-20T09:04:00+00:00
