25454.6437,GBP,2021-01-20T10:24:00+00:00
28735.6447,EUR,2021-01-20T10:24:00+00:00
30968.5724,CHF,2021-01-20T10:24:00+00:00
34848.6567,USD,2021-01-20T10:24:00+00:00
48820.7063,NZD,2021-01-20T10:24:00+00:00
